Inst Time,Flow (cfs)
6/7/2021 9:05,0.018
6/7/2021 9:10,0.014
6/7/2021 9:15,0.019
6/7/2021 9:20,0.02
6/7/2021 9:25,0.024
6/7/2021 9:30,0.027
6/7/2021 9:35,0.032
6/7/2021 9:40,0.028
6/7/2021 9:45,0.035
6/7/2021 9:50,0.034
6/7/2021 9:55,0.036
6/7/2021 10:00,0.035
6/7/2021 10:05,0.036
6/7/2021 10:10,0.036
6/7/2021 10:15,0.035
6/7/2021 10:20,0.04
6/7/2021 10:25,0.051
6/7/2021 10:30,0.048
6/7/2021 10:35,0.063
6/7/2021 10:40,0.061
6/7/2021 10:45,0.064
6/7/2021 10:50,0.051
6/7/2021 10:55,0.047
6/7/2021 11:00,0.046
6/7/2021 11:05,0.05
6/7/2021 11:10,0.043
6/7/2021 11:15,0.05
6/7/2021 11:20,0.051
6/7/2021 11:25,0.06
6/7/2021 11:30,0.074
6/7/2021 11:35,0.066
6/7/2021 11:40,0.081
6/7/2021 11:45,0.077
6/7/2021 11:50,0.075
6/7/2021 11:55,0.084
6/7/2021 12:00,0.071
6/7/2021 12:05,0.069
6/7/2021 12:10,0.068
6/7/2021 12:15,0.075
6/7/2021 12:20,0.068
6/7/2021 12:25,0.06
6/7/2021 12:30,0.065
6/7/2021 12:35,0.063
6/7/2021 12:40,0.051
6/7/2021 12:45,0.046
6/7/2021 12:50,0.058
6/7/2021 12:55,0.06
6/7/2021 13:00,0.057
6/7/2021 13:05,0.05
6/7/2021 13:10,0.053
6/7/2021 13:15,0.065
6/7/2021 13:20,0.065
6/7/2021 13:25,0.065
6/7/2021 13:30,0.052
6/7/2021 13:35,0.082
6/7/2021 13:40,0.054
6/7/2021 13:45,0.056
6/7/2021 13:50,0.051
6/7/2021 13:55,0.044
6/7/2021 14:00,0.046
6/7/2021 14:05,0.042
6/7/2021 14:10,0.037
6/7/2021 14:15,0.037
6/7/2021 14:20,0.044
6/7/2021 14:25,0.035
6/7/2021 14:30,0.036
6/7/2021 14:35,0.04
6/7/2021 14:40,0.036
6/7/2021 14:45,0.036
6/7/2021 14:50,0.034
6/7/2021 14:55,0.039
6/7/2021 15:00,0.04
6/7/2021 15:05,0.037
6/7/2021 15:10,0.036
6/7/2021 15:15,0.034
6/7/2021 15:20,0.035
6/7/2021 15:25,0.039
6/7/2021 15:30,0.039
6/7/2021 15:35,0.044
6/7/2021 15:40,0.045
6/7/2021 15:45,0.04
6/7/2021 15:50,0.039
6/7/2021 15:55,0.036
6/7/2021 16:00,0.04
6/7/2021 16:05,0.036
6/7/2021 16:10,0.041
6/7/2021 16:15,0.042
6/7/2021 16:20,0.044
6/7/2021 16:25,0.04
6/7/2021 16:30,0.036
6/7/2021 16:35,0.03
6/7/2021 16:40,0.04
6/7/2021 16:45,0.037
6/7/2021 16:50,0.032
6/7/2021 16:55,0.045
6/7/2021 17:00,0.045
6/7/2021 17:05,0.034
6/7/2021 17:10,0.037
6/7/2021 17:15,0.032
6/7/2021 17:20,0.031
6/7/2021 17:25,0.035
6/7/2021 17:30,0.036
6/7/2021 17:35,0.034
6/7/2021 17:40,0.032
6/7/2021 17:45,0.032
6/7/2021 17:50,0.034
6/7/2021 17:55,0.031
6/7/2021 18:00,0.032
6/7/2021 18:05,0.036
6/7/2021 18:10,0.032
6/7/2021 18:15,0.032
6/7/2021 18:20,0.034
6/7/2021 18:25,0.034
6/7/2021 18:30,0.031
6/7/2021 18:35,0.031
6/7/2021 18:40,0.028
6/7/2021 18:45,0.031
6/7/2021 18:50,0.026
6/7/2021 18:55,0.025
6/7/2021 19:00,0.03
6/7/2021 19:05,0.028
6/7/2021 19:10,0.037
6/7/2021 19:15,0.036
6/7/2021 19:20,0.039
6/7/2021 19:25,0.049
6/7/2021 19:30,0.037
6/7/2021 19:35,0.042
6/7/2021 19:40,0.036
6/7/2021 19:45,0.036
6/7/2021 19:50,0.048
6/7/2021 19:55,0.062
6/7/2021 20:00,0.053
6/7/2021 20:05,0.073
6/7/2021 20:10,0.06
6/7/2021 20:15,0.057
6/7/2021 20:20,0.049
6/7/2021 20:25,0.044
6/7/2021 20:30,0.04
6/7/2021 20:35,0.034
6/7/2021 20:40,0.041
6/7/2021 20:45,0.053
6/7/2021 20:50,0.06
6/7/2021 20:55,0.049
6/7/2021 21:00,0.035
6/7/2021 21:05,0.036
6/7/2021 21:10,0.033
6/7/2021 21:15,0.043
6/7/2021 21:20,0.035
6/7/2021 21:25,0.036
6/7/2021 21:30,0.033
6/7/2021 21:35,0.033
6/7/2021 21:40,0.033
6/7/2021 21:45,0.026
6/7/2021 21:50,0.036
6/7/2021 21:55,0.034
6/7/2021 22:00,0.028
6/7/2021 22:05,0.029
6/7/2021 22:10,0.029
6/7/2021 22:15,0.028
6/7/2021 22:20,0.029
6/7/2021 22:25,0.029
6/7/2021 22:30,0.037
6/7/2021 22:35,0.039
6/7/2021 22:40,0.036
6/7/2021 22:45,0.031
6/7/2021 22:50,0.028
6/7/2021 22:55,0.03
6/7/2021 23:00,0.026
6/7/2021 23:05,0.028
6/7/2021 23:10,0.026
6/7/2021 23:15,0.021
6/7/2021 23:20,0.023
6/7/2021 23:25,0.022
6/7/2021 23:30,0.016
6/7/2021 23:35,0.019
6/7/2021 23:40,0.014
6/7/2021 23:45,0.014
6/7/2021 23:50,0.013
6/7/2021 23:55,0.011
6/8/2021 0:00,0.008
6/8/2021 0:05,0.006
6/8/2021 0:10,0.006
6/8/2021 0:15,0.003
6/8/2021 0:20,0.004
6/8/2021 0:25,0.006
6/8/2021 0:30,0.005
6/8/2021 0:35,0.004
6/8/2021 0:40,0.004
6/8/2021 0:45,0.004
6/8/2021 0:50,0.015
6/8/2021 0:55,0.011
6/8/2021 1:00,0.011
6/8/2021 1:05,0.008
6/8/2021 1:10,0.01
6/8/2021 1:15,0.009
6/8/2021 1:20,0.01
6/8/2021 1:25,0.007
6/8/2021 1:30,0.012
6/8/2021 1:35,0.018
