jurisdicti,EMC_Group,RC,EMC_Group_Area,Area_Rainfall,Juris_LU_Volume,Stormwater Volume (acre-ft),Constituent,Fraction,Units,EMC_WMA_LU,LU_Load,PL_M
ALISO VIEJO,agriculture,0.222,12.713845295428296,28.29,6.65398164304183,3842.1689728626993,"Copper, Total",Dissolved,mg/L,0.00605905359653088,0.04031683140552306,0.10963614842130384
ALISO VIEJO,agriculture,0.222,12.713845295428296,28.29,6.65398164304183,3842.1689728626993,"Copper, Total",Total,mg/L,0.01440041686282909,0.09582010945741479,0.2605697763435736
ALISO VIEJO,agriculture,0.222,12.713845295428296,28.29,6.65398164304183,3842.1689728626993,Fecal coliforms,Total,CFU/100 mL,762.165009431892,5071.431981728613,62555193088.201515
ALISO VIEJO,agriculture,0.222,12.713845295428296,28.29,6.65398164304183,3842.1689728626993,"Lead, Total",Total,mg/L,0.00148247531354255,0.009864363522574809,0.02682479712665496
ALISO VIEJO,agriculture,0.222,12.713845295428296,28.29,6.65398164304183,3842.1689728626993,TN,Total,mg/L,5.0704215560882835,33.73849195669503,91.74724755697088
ALISO VIEJO,agriculture,0.222,12.713845295428296,28.29,6.65398164304183,3842.1689728626993,TP,Total,mg/L,0.9379997904193068,6.241433386627151,16.972730576346684
ALISO VIEJO,agriculture,0.222,12.713845295428296,28.29,6.65398164304183,3842.1689728626993,TSS,Total,mg/L,164.90487204507474,1097.2739914360893,2983.887621869098
ALISO VIEJO,agriculture,0.222,12.713845295428296,28.29,6.65398164304183,3842.1689728626993,"Zinc, Total",Dissolved,mg/L,0.00959202913041075,0.06382518575327563,0.1735639258918748
ALISO VIEJO,agriculture,0.222,12.713845295428296,28.29,6.65398164304183,3842.1689728626993,"Zinc, Total",Total,mg/L,0.05790544526462143,0.3853017698229545,1.0477758432552209
ALISO VIEJO,business,0.414,67.45681443990236,28.29,65.8381881774169,3842.1689728626993,"Copper, Total",Dissolved,mg/L,0.01051627326251497,0.6923723779825984,1.882812665305646
ALISO VIEJO,business,0.414,67.45681443990236,28.29,65.8381881774169,3842.1689728626993,"Copper, Total",Total,mg/L,0.01539108592603208,1.013321211452893,2.7555894365767415
ALISO VIEJO,business,0.414,67.45681443990236,28.29,65.8381881774169,3842.1689728626993,Fecal coliforms,Total,CFU/100 mL,14624.486484904934,962849.6931912611,11876576219398.475
ALISO VIEJO,business,0.414,67.45681443990236,28.29,65.8381881774169,3842.1689728626993,"Lead, Total",Total,mg/L,9.165780789399344e-4,0.06034584004054268,0.16410231768330014
ALISO VIEJO,business,0.414,67.45681443990236,28.29,65.8381881774169,3842.1689728626993,TN,Total,mg/L,3.4772336789067326,228.9347652887131,622.557007358254
ALISO VIEJO,business,0.414,67.45681443990236,28.29,65.8381881774169,3842.1689728626993,TP,Total,mg/L,0.4664151325238014,30.707927263896877,83.506038392540745
ALISO VIEJO,business,0.414,67.45681443990236,28.29,65.8381881774169,3842.1689728626993,TSS,Total,mg/L,36.18277574289471,2382.2083981419773,6478.092260826614
ALISO VIEJO,business,0.414,67.45681443990236,28.29,65.8381881774169,3842.1689728626993,"Zinc, Total",Dissolved,mg/L,0.05900314716990423,3.884660306431978,10.563806208837619
ALISO VIEJO,business,0.414,67.45681443990236,28.29,65.8381881774169,3842.1689728626993,"Zinc, Total",Total,mg/L,0.0928772943457138,6.114872782542443,16.628566199088105
ALISO VIEJO,business,0.422,203.84030133874364,28.29,202.79358139136917,3842.1689728626993,"Copper, Total",Dissolved,mg/L,0.01051627326251497,2.1326327177957087,5.799405087780496
ALISO VIEJO,business,0.422,203.84030133874364,28.29,202.79358139136917,3842.1689728626993,"Copper, Total",Total,mg/L,0.01539108592603208,3.121213436442343,8.487716113659726
ALISO VIEJO,business,0.422,203.84030133874364,28.29,202.79358139136917,3842.1689728626993,Fecal coliforms,Total,CFU/100 mL,14624.486484904934,2965751.990283547,36582012550362.37
ALISO VIEJO,business,0.422,203.84030133874364,28.29,202.79358139136917,3842.1689728626993,"Lead, Total",Total,mg/L,9.165780789399344e-4,0.18587615125305038,0.5054649533784652
ALISO VIEJO,business,0.422,203.84030133874364,28.29,202.79358139136917,3842.1689728626993,TN,Total,mg/L,3.4772336789067326,705.1606710801825,1917.5886918737904
ALISO VIEJO,business,0.422,203.84030133874364,28.29,202.79358139136917,3842.1689728626993,TP,Total,mg/L,0.4664151325238014,94.58599513963176,257.213770035628
ALISO VIEJO,business,0.422,203.84030133874364,28.29,202.79358139136917,3842.1689728626993,TSS,Total,mg/L,36.18277574289471,7337.634677582377,19953.701134919098
ALISO VIEJO,business,0.422,203.84030133874364,28.29,202.79358139136917,3842.1689728626993,"Zinc, Total",Dissolved,mg/L,0.05900314716990423,11.965459527946907,32.53844240734106
ALISO VIEJO,business,0.422,203.84030133874364,28.29,202.79358139136917,3842.1689728626993,"Zinc, Total",Total,mg/L,0.0928772943457138,18.834919150307663,51.21900505265161
ALISO VIEJO,business,0.486,515.2237748248427,28.29,590.3150638866895,3842.1689728626993,"Copper, Total",Dissolved,mg/L,0.01051627326251497,6.207914522811408,16.881580577695924
ALISO VIEJO,business,0.486,515.2237748248427,28.29,590.3150638866895,3842.1689728626993,"Copper, Total",Total,mg/L,0.01539108592603208,9.085589871711154,24.70702793209986
ALISO VIEJO,business,0.486,515.2237748248427,28.29,590.3150638866895,3842.1689728626993,Fecal coliforms,Total,CFU/100 mL,14624.486484904934,8633054.673646683,106487162599564.97
ALISO VIEJO,business,0.486,515.2237748248427,28.29,590.3150638866895,3842.1689728626993,"Lead, Total",Total,mg/L,9.165780789399344e-4,0.5410698472265665,1.4713659781482133
ALISO VIEJO,business,0.486,515.2237748248427,28.29,590.3150638866895,3842.1689728626993,TN,Total,mg/L,3.4772336789067326,2052.6634213127763,5581.939444953492
ALISO VIEJO,business,0.486,515.2237748248427,28.29,590.3150638866895,3842.1689728626993,TP,Total,mg/L,0.4664151325238014,275.33187875350654,748.7276572037507
ALISO VIEJO,business,0.486,515.2237748248427,28.29,590.3150638866895,3842.1689728626993,TSS,Total,mg/L,36.18277574289471,21359.23757426465,58083.546231690474
ALISO VIEJO,business,0.486,515.2237748248427,28.29,590.3150638866895,3842.1689728626993,"Zinc, Total",Dissolved,mg/L,0.05900314716990423,34.830446591117756,94.71666990975281
ALISO VIEJO,business,0.486,515.2237748248427,28.29,590.3150638866895,3842.1689728626993,"Zinc, Total",Total,mg/L,0.0928772943457138,54.82686594531291,149.0942170478159
ALISO VIEJO,developed open space,0.217,965.3937189078367,28.29,493.87370523457383,3842.1689728626993,"Copper, Total",Dissolved,mg/L,3.624298520722368e-4,0.17899457393053408,0.4867514382930332
ALISO VIEJO,developed open space,0.217,965.3937189078367,28.29,493.87370523457383,3842.1689728626993,"Copper, Total",Total,mg/L,0.00659962135215519,3.2593794503340923,8.863439827000466
ALISO VIEJO,developed open space,0.217,965.3937189078367,28.29,493.87370523457383,3842.1689728626993,Fecal coliforms,Total,CFU/100 mL,14517.34985691602,7169737.364021725,88437409160557.81
ALISO VIEJO,developed open space,0.217,965.3937189078367,28.29,493.87370523457383,3842.1689728626993,"Lead, Total",Total,mg/L,0.00116876053625027,0.5772200965698683,1.5696716724277104
ALISO VIEJO,developed open space,0.217,965.3937189078367,28.29,493.87370523457383,3842.1689728626993,TN,Total,mg/L,3.397035007861849,1677.706266144291,4562.294376565246
ALISO VIEJO,developed open space,0.217,965.3937189078367,28.29,493.87370523457383,3842.1689728626993,TP,Total,mg/L,0.6156864833503108,304.0713647950628,826.8807869849866
