Station,area_acres,station,Rain_Gage_Total,Rain_Event_Total,HSN,Fraction,Sample Type,Collected Date,Composite Begin.x,Composite End.x,Composite Start Time,Composite End Time,Composite Begin.y,Composite End.y,Stormflow Volume -cf,Stormwater Volume (acre-ft)_RC_WMAcf_M,RC_WMAcf_M,RC_Group,"2,4'-DDD","2,4'-DDE","2,4'-DDT","4,4'-DDD","4,4'-DDE","4,4'-DDT",Acenaphthene,Acenaphthylene,Aldrin,"Ammonia, as Nitrogen",Anthracene,"Arsenic, Total",Azinphos Methyl,Benz[a]anthracene,Benzo[a]pyrene,Benzo[b]fluoranthene,"Benzo[g,h,i]perylene",Benzo[k]fluoranthene,BHC-alpha,BHC-beta,BHC-delta,BHC-gamma,Biphenyl,Bolstar (Sulprofos),"Cadmium, Total",Chlordane-alpha,Chlordane-gamma,Chloride,Chlorpyrifos,"Chromium, Total",Chrysene,"Copper, Total",d10-Acenaphthene,d10-Phenanthrene,d12-Chrysene,d12-Perylene,d8-Naphthalene,Demeton,Diazinon,"Dibenz[a,h]anthracene",Dibenzothiophene,Dichlorvos,Dieldrin,Dimethoate,Dissolved Organic Carbon,Disulfoton,E. coli,Endosulfan-I,Endosulfan-II,Endosulfan Sulfate,Endrin,Endrin Aldehyde,Enterococcus,Ethoprop (Ethoprofos),Ethyl Parathion,Fecal coliforms,Fenchlorphos (Ronnel),Fensulfothion,Fenthion,Fluoranthene,Fluorene,"Hardness as CaCO3, Total",Heptachlor,Heptachlor Epoxide,"Indeno[1,2,3-cd]pyrene","Iron, Total","Lead, Total","Magnesium, Total",Malathion,"Manganese, Total",MBAS,"Mercury, Total",Merphos,Methoxychlor,Methyl Parathion,Mevinphos (Phosdrin),Mirex,Naphthalene,"Nickel, Total",Nitrate + Nitrite as N,"Nitrogen, Total Kjeldahl",Orthophosphate as P,PCB030,PCB112,PCB198,Phenanthrene,Phorate,Pyrene,"Selenium, Total","Silver, Total",Sulfate,TCMX,Temperature,Tetrachlorvinphos (Stirofos),"Thallium, Total",TN,Tokuthion (Prothiofos),Total Coliforms,Total Dissolved Solids,Total Organic Carbon (TOC),Toxaphene,TP,trans-Nonachlor,Trichloronate,TSS,VSS,"Zinc, Total",<NA>
I01-11021-1,15.02431768,LAGUNABEACH,22.400000000000002,NA,2568001,Total,Grab,2022-11-08T11:30:00Z,NA,NA,NA,NA,NA,NA,6.6,1.9734777880931773,0.07036727165511752,Commercial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460073067665.4431,NA,NA,NA,NA,NA,1144097046575.4404,NA,NA,584219768464.0548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2385564054561.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I01-11021-1,15.02431768,LAGUNABEACH,22.400000000000002,NA,2568001,Total,Grab,2022-11-08T11:30:00Z,NA,NA,NA,NA,NA,NA,6.6,1.9734777880931773,0.07036727165511752,Multi-family Residential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460073067665.4431,NA,NA,NA,NA,NA,1144097046575.4404,NA,NA,584219768464.0548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2385564054561.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I01-11021-1,15.02431768,LAGUNABEACH,22.400000000000002,NA,2568001,Total,Grab,2022-11-08T11:30:00Z,NA,NA,NA,NA,NA,NA,6.6,1.9734777880931773,0.07036727165511752,Single Family Residential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460073067665.4431,NA,NA,NA,NA,NA,1144097046575.4404,NA,NA,584219768464.0548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2385564054561.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I01-11021-1,15.02431768,LAGUNABEACH,22.400000000000002,NA,2568001,Total,Grab,2022-11-08T11:30:00Z,NA,NA,NA,NA,NA,NA,6.6,1.9734777880931773,0.07036727165511752,Streets and Roads,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460073067665.4431,NA,NA,NA,NA,NA,1144097046575.4404,NA,NA,584219768464.0548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2385564054561.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I01-11021-1,15.02431768,LAGUNABEACH,22.400000000000002,2.16,2573003,Dissolved,Composite,2022-11-09T10:30:00Z,2022-11-07,2022-11-08,2022-11-07T17:00:00Z,2022-11-08T05:00:00Z,2022-11-07,2022-11-08,1073.7,1.9734777880931773,0.07036727165511752,Commercial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I01-11021-1,15.02431768,LAGUNABEACH,22.400000000000002,2.16,2573003,Dissolved,Composite,2022-11-09T10:30:00Z,2022-11-07,2022-11-08,2022-11-07T17:00:00Z,2022-11-08T05:00:00Z,2022-11-07,2022-11-08,1073.7,1.9734777880931773,0.07036727165511752,Multi-family Residential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I01-11021-1,15.02431768,LAGUNABEACH,22.400000000000002,2.16,2573003,Dissolved,Composite,2022-11-09T10:30:00Z,2022-11-07,2022-11-08,2022-11-07T17:00:00Z,2022-11-08T05:00:00Z,2022-11-07,2022-11-08,1073.7,1.9734777880931773,0.07036727165511752,Single Family Residential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I01-11021-1,15.02431768,LAGUNABEACH,22.400000000000002,2.16,2573003,Dissolved,Composite,2022-11-09T10:30:00Z,2022-11-07,2022-11-08,2022-11-07T17:00:00Z,2022-11-08T05:00:00Z,2022-11-07,2022-11-08,1073.7,1.9734777880931773,0.07036727165511752,Streets and Roads,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I01-11021-1,15.02431768,LAGUNABEACH,22.400000000000002,2.16,2573001,Total,Composite,2022-11-09T10:30:00Z,2022-11-07,2022-11-08,2022-11-07T18:00:00Z,2022-11-08T05:00:00Z,2022-11-07,2022-11-08,1073.7,1.9734777880931773,0.07036727165511752,Commercial,5.366604867958197e-6,5.366604867958197e-6,5.366604867958197e-6,5.366604867958197e-6,5.366604867958197e-6,1.3416512169895494e-5,1.3416512169895494e-5,1.3416512169895494e-5,1.3416512169895494e-5,0.26833024339790995,1.3416512169895494e-5,0.009659888762324757,2.6833024339790988e-5,NA,NA,1.3416512169895494e-5,5.3666048679581976e-5,1.3416512169895494e-5,1.3416512169895494e-5,1.3416512169895494e-5,1.3416512169895494e-5,1.3416512169895494e-5,NA,1.0733209735916394e-5,0.0024149721905811893,5.366604867958197e-6,5.366604867958197e-6,1609.981460387459,2.6833024339790986e-06,0.005903265354754019,3.316561808398166e-5,0.2414972190581189,4.07861969964823e-4,4.400615991725722e-4,4.722612283803214e-4,4.400615991725722e-4,4.61528018644405e-4,5.366604867958197e-6,2.6833024339790986e-06,1.3416512169895494e-5,2.8443005800178445e-5,1.6099814603874592e-5,5.366604867958197e-6,2.6833024339790988e-5,NA,5.366604867958197e-6,NA,1.3416512169895494e-5,1.3416512169895494e-5,1.3416512169895494e-5,1.3416512169895494e-5,1.3416512169895494e-5,NA,5.366604867958197e-6,5.3666048679581976e-5,NA,1.0733209735916394e-5,5.366604867958197e-6,1.0733209735916394e-5,4.577713952368337e-5,2.7101354583188898e-5,1851.4786794455783,1.3416512169895494e-5,1.3416512169895494e-5,1.3416512169895494e-5,1.2879851683099675,0.005903265354754019,0.2248607439674485,1.3416512169895494e-5,0.10733209735916396,0.8586567788733117,1.3416512169895498e-4,5.366604867958197e-6,1.3416512169895494e-5,5.366604867958197e-6,2.6833024339790988e-5,1.3416512169895494e-5,7.62057891250064e-5,0.015026493630282954,6.976586328345658,5.903265354754018,NA,4.990942527201124e-4,4.561614137764468e-4,4.34694994304614e-4,3.9122549487415254e-5,2.6833024339790988e-5,4.5616141377644683e-5,0.02307640093222025,5.366604867958199e-4,804.9907301937295,5.366604867958197e-6,NA,1.0733209735916394e-5,5.366604867958199e-4,12.879851683099673,1.6099814603874592e-5,NA,4776.278332482796,69.76586328345657,4.330850128442266e-4,2.625879761891946,5.366604867958197e-6,5.366604867958197e-6,46.1528018644405,26.833024339790988,0.2414972190581189,NA
I01-11021-1,15.02431768,LAGUNABEACH,22.400000000000002,2.16,2573001,Total,Composite,2022-11-09T10:30:00Z,2022-11-07,2022-11-08,2022-11-07T18:00:00Z,2022-11-08T05:00:00Z,2022-11-07,2022-11-08,1073.7,1.9734777880931773,0.07036727165511752,Multi-family Residential,5.366604867958197e-6,5.366604867958197e-6,5.366604867958197e-6,5.366604867958197e-6,5.366604867958197e-6,1.3416512169895494e-5,1.3416512169895494e-5,1.3416512169895494e-5,1.3416512169895494e-5,0.26833024339790995,1.3416512169895494e-5,0.009659888762324757,2.6833024339790988e-5,NA,NA,1.3416512169895494e-5,5.3666048679581976e-5,1.3416512169895494e-5,1.3416512169895494e-5,1.3416512169895494e-5,1.3416512169895494e-5,1.3416512169895494e-5,NA,1.0733209735916394e-5,0.0024149721905811893,5.366604867958197e-6,5.366604867958197e-6,1609.981460387459,2.6833024339790986e-06,0.005903265354754019,3.316561808398166e-5,0.2414972190581189,4.07861969964823e-4,4.400615991725722e-4,4.722612283803214e-4,4.400615991725722e-4,4.61528018644405e-4,5.366604867958197e-6,2.6833024339790986e-06,1.3416512169895494e-5,2.8443005800178445e-5,1.6099814603874592e-5,5.366604867958197e-6,2.6833024339790988e-5,NA,5.366604867958197e-6,NA,1.3416512169895494e-5,1.3416512169895494e-5,1.3416512169895494e-5,1.3416512169895494e-5,1.3416512169895494e-5,NA,5.366604867958197e-6,5.3666048679581976e-5,NA,1.0733209735916394e-5,5.366604867958197e-6,1.0733209735916394e-5,4.577713952368337e-5,2.7101354583188898e-5,1851.4786794455783,1.3416512169895494e-5,1.3416512169895494e-5,1.3416512169895494e-5,1.2879851683099675,0.005903265354754019,0.2248607439674485,1.3416512169895494e-5,0.10733209735916396,0.8586567788733117,1.3416512169895498e-4,5.366604867958197e-6,1.3416512169895494e-5,5.366604867958197e-6,2.6833024339790988e-5,1.3416512169895494e-5,7.62057891250064e-5,0.015026493630282954,6.976586328345658,5.903265354754018,NA,4.990942527201124e-4,4.561614137764468e-4,4.34694994304614e-4,3.9122549487415254e-5,2.6833024339790988e-5,4.5616141377644683e-5,0.02307640093222025,5.366604867958199e-4,804.9907301937295,5.366604867958197e-6,NA,1.0733209735916394e-5,5.366604867958199e-4,12.879851683099673,1.6099814603874592e-5,NA,4776.278332482796,69.76586328345657,4.330850128442266e-4,2.625879761891946,5.366604867958197e-6,5.366604867958197e-6,46.1528018644405,26.833024339790988,0.2414972190581189,NA
